?class	?labels	?synonyms	?definitions
<https://mdatahub.org/data/meo/MEO_0001327>	"disphotic zone"		
<https://mdatahub.org/data/meo/MEO_0001328>	"aphotic zone"		
<https://mdatahub.org/data/meo/MEO_0001329>	"Trewartha climate classification"		
<https://mdatahub.org/data/meo/MEO_0001330>	"tropical climates"		
<https://mdatahub.org/data/meo/MEO_0001331>	"rainy (tropical broadleaf evergreen rain forest)"		
<https://mdatahub.org/data/meo/MEO_0001332>	"tropical monsoonal forest"		
<https://mdatahub.org/data/meo/MEO_0001333>	"tropical deciduous forests/woodland"		
<https://mdatahub.org/data/meo/MEO_0001334>	"dry climates"		
<https://mdatahub.org/data/meo/MEO_0001335>	"semi-arid"		
<https://mdatahub.org/data/meo/MEO_0001336>	"tropical-subtropical shrubland "		
<https://mdatahub.org/data/meo/MEO_0001337>	"temperate-boreal steppe"		
<https://mdatahub.org/data/meo/MEO_0001338>	"arid or desert"		
<https://mdatahub.org/data/meo/MEO_0001339>	"tropical-subtropical desert"		
<https://mdatahub.org/data/meo/MEO_0001340>	"temperate-cold desert"		
<https://mdatahub.org/data/meo/MEO_0001341>	"subtropical climates"		
<https://mdatahub.org/data/meo/MEO_0001342>	"subtropical winter dry season"		
<https://mdatahub.org/data/meo/MEO_0001343>	"mixed broadleaf deciduous and needleleaf forest"		
<https://mdatahub.org/data/meo/MEO_0001344>	"needleleaf evergreen and broadleaf evergreen forests"		
<https://mdatahub.org/data/meo/MEO_0001345>	"subtropical humid"		
<https://mdatahub.org/data/meo/MEO_0001346>	"long and short needleleaf evergreen and broadleaf deciduous forests and evergreen broadleaf shrub understory"		
<https://mdatahub.org/data/meo/MEO_0001347>	"needleleaf evergreen and deciduous forest"		
<https://mdatahub.org/data/meo/MEO_0001348>	"temperate climates"		
<https://mdatahub.org/data/meo/MEO_0001349>	"temperate continental climate"		
<https://mdatahub.org/data/meo/MEO_0001350>	"summer dry season"		
<https://mdatahub.org/data/meo/MEO_0001351>	"mixed evergreen and deciduous forests"		
<https://mdatahub.org/data/meo/MEO_0001352>	"winter dry season"		
<https://mdatahub.org/data/meo/MEO_0001353>	"mixed deciduous and needleleaf evergreen forests"		
<https://mdatahub.org/data/meo/MEO_0001354>	"needleleaf evergreen forests "		
<https://mdatahub.org/data/meo/MEO_0001355>	"humid continental"		
<https://mdatahub.org/data/meo/MEO_0001356>	"mid-latitude grassland, broadleaf deciduous forests and woodlands, mixed evergreen and broadleaf forests"		
<https://mdatahub.org/data/meo/MEO_0001357>	"needleleaf evergreen and mixed needleleaf-deciduous forest"		
<https://mdatahub.org/data/meo/MEO_0001358>	"needleleaf deciduous forest and tundra woodland"		
<https://mdatahub.org/data/meo/MEO_0001359>	"polar climates"		
<https://mdatahub.org/data/meo/MEO_0001360>	"tundra, high altitude steppe"		
<https://mdatahub.org/data/meo/MEO_0001361>	"perpetual frost"		
<https://mdatahub.org/data/meo/MEO_0001362>	"four seasons"		
<https://mdatahub.org/data/meo/MEO_0001363>	"tropical seasons"		
<https://mdatahub.org/data/meo/MEO_0001364>	"rainy season"		
<https://mdatahub.org/data/meo/MEO_0001365>	"dry season"		
<https://mdatahub.org/data/meo/MEO_0001366>	"epipelagic zone"		
<https://mdatahub.org/data/meo/MEO_0001367>	"mesopelagic zone"		
<https://mdatahub.org/data/meo/MEO_0001368>	"bathyal zone"		
<https://mdatahub.org/data/meo/MEO_0001369>	"abyssal zone"		
<https://mdatahub.org/data/meo/MEO_0001370>	"hadal zone"		
<https://mdatahub.org/data/meo/MEO_0001371>	"water body classification by depth"		
<https://mdatahub.org/data/meo/MEO_0001372>	"water body classification by distance from land"		
<https://mdatahub.org/data/meo/MEO_0001373>	"littoral zone"		
<https://mdatahub.org/data/meo/MEO_0001374>	"neritic zone"		
<https://mdatahub.org/data/meo/MEO_0001375>	"oceanic zone"		
<https://mdatahub.org/data/meo/MEO_0001376>	"pelagic zone"		
<https://mdatahub.org/data/meo/MEO_0001377>	"relative depth"		
<https://mdatahub.org/data/meo/MEO_0001378>	"deep"		
<https://mdatahub.org/data/meo/MEO_0001379>	"shallow"		
<https://mdatahub.org/data/meo/MEO_0001380>	"filtered"		
<https://mdatahub.org/data/meo/MEO_0001381>	"water layer classification by motion"		
<https://mdatahub.org/data/meo/MEO_0001382>	"fluid in state"		
<https://mdatahub.org/data/meo/MEO_0001383>	"manure"		
<https://mdatahub.org/data/meo/MEO_0001384>	"around"		
<https://mdatahub.org/data/meo/MEO_0001385>	"organism body state"		
<https://mdatahub.org/data/meo/MEO_0001386>	"dead"		
<https://mdatahub.org/data/meo/MEO_0001387>	"irradiation of sunlight"		
<https://mdatahub.org/data/meo/MEO_0001388>	"covered with forest canopy"		
<https://mdatahub.org/data/meo/MEO_0001389>	"shade"		
<https://mdatahub.org/data/meo/MEO_0001390>	"sunny"		
<https://mdatahub.org/data/meo/MEO_0001391>	"pollution"		
<https://mdatahub.org/data/meo/MEO_0001392>	"crop method"		
<https://mdatahub.org/data/meo/MEO_0001393>	"continuous cropping"		
<https://mdatahub.org/data/meo/MEO_0001394>	"multiple cropping"		"multiple cropping is the practice of growing two or more crops in the same space during a single growing season."
<https://mdatahub.org/data/meo/MEO_0001395>	"intercropping"		
<https://mdatahub.org/data/meo/MEO_0001396>	"medium"		
<https://mdatahub.org/data/meo/MEO_0001397>	"dioxin contamination"		
<https://mdatahub.org/data/meo/MEO_0001398>	"endophytes"		
<https://mdatahub.org/data/meo/MEO_0001399>	"endosymbiont"		
<https://mdatahub.org/data/meo/MEO_0001400>	"lake layer crassification by depth"		
<https://mdatahub.org/data/meo/MEO_0001401>	"epilimnion"		
<https://mdatahub.org/data/meo/MEO_0001402>	"metalimnion"		
<https://mdatahub.org/data/meo/MEO_0001403>	"hypolimnion"		
<https://mdatahub.org/data/meo/MEO_0001404>	"fermented pork"		
<https://mdatahub.org/data/meo/MEO_0001405>	"state of material"		
<https://mdatahub.org/data/meo/MEO_0001406>	"frozen"		
<https://mdatahub.org/data/meo/MEO_0001407>	"fermented"		
<https://mdatahub.org/data/meo/MEO_0001408>	"whey"		
<https://mdatahub.org/data/meo/MEO_0001409>	"integument"		
<https://mdatahub.org/data/meo/MEO_0001410>	"loam"		
<https://mdatahub.org/data/meo/MEO_0001411>	"heavy metal contamination"		
<https://mdatahub.org/data/meo/MEO_0001412>	"mycetome"		
<https://mdatahub.org/data/meo/MEO_0001413>	"near"		
<https://mdatahub.org/data/meo/MEO_0001414>	"offshore"		
<https://mdatahub.org/data/meo/MEO_0001415>	"oil contamination"		
<https://mdatahub.org/data/meo/MEO_0001416>	"pesticide using state"		
<https://mdatahub.org/data/meo/MEO_0001417>	"organic farming"		
<https://mdatahub.org/data/meo/MEO_0001418>	"nasal mucus"		
<https://mdatahub.org/data/meo/MEO_0001419>	"bioluminescent organism associated"		
<https://mdatahub.org/data/meo/MEO_0001420>	"photophore gland"		
<https://mdatahub.org/data/meo/MEO_0001421>	"raped"		
<https://mdatahub.org/data/meo/MEO_0001422>	"rural"		
<https://mdatahub.org/data/meo/MEO_0001423>	"seagrass"		
<https://mdatahub.org/data/meo/MEO_0001424>	"seamount"		
<https://mdatahub.org/data/meo/MEO_0001425>	"shin"		
<https://mdatahub.org/data/meo/MEO_0001426>	"slurry"		"a thin mixture of an insoluble substance, as cement, clay, or coal, with a liquid, as water or oil."
<https://mdatahub.org/data/meo/MEO_0001427>	"smoked salmon"		
<https://mdatahub.org/data/meo/MEO_0001428>	"snowpack"		
<https://mdatahub.org/data/meo/MEO_0001429>	"stormwater outfall"		
<https://mdatahub.org/data/meo/MEO_0001431>	"environmental water state"		
<https://mdatahub.org/data/meo/MEO_0001432>	"submerged"		
<https://mdatahub.org/data/meo/MEO_0001433>	"suburban"		
<https://mdatahub.org/data/meo/MEO_0001434>	"swab"		
<https://mdatahub.org/data/meo/MEO_0001435>	"toenail"		
<https://mdatahub.org/data/meo/MEO_0001436>	"toeweb"		
<https://mdatahub.org/data/meo/MEO_0001437>	"university campus"		
<https://mdatahub.org/data/meo/MEO_0001438>	"upper respiratory tract"		
<https://mdatahub.org/data/meo/MEO_0001439>	"uranium contamination"		
<https://mdatahub.org/data/meo/MEO_0001440>	"urban infrastructure"		
<https://mdatahub.org/data/meo/MEO_0001441>	"vineyard"		
<https://mdatahub.org/data/meo/MEO_0001442>	"varnish"		
<https://mdatahub.org/data/meo/MEO_0001443>	"vegetable field"		
<https://mdatahub.org/data/meo/MEO_0001444>	"window"		
<https://mdatahub.org/data/meo/MEO_0001445>	"water body classification"		
<https://mdatahub.org/data/meo/MEO_0001446>	"lake classification"		
<https://mdatahub.org/data/meo/MEO_0001447>	"relative position"		
<https://mdatahub.org/data/meo/MEO_0001448>	"hydrocarbon contamination"		
<https://mdatahub.org/data/meo/MEO_0001449>	"flooded"		
<https://mdatahub.org/data/meo/MEO_0001450>	"hyperarid"		
<https://mdatahub.org/data/meo/MEO_0001451>	"hardness"		
<https://mdatahub.org/data/meo/MEO_0001452>	"hard"		
<https://mdatahub.org/data/meo/MEO_0001453>	"soft"		
<https://mdatahub.org/data/meo/MEO_0001454>	"oldness"		
<https://mdatahub.org/data/meo/MEO_0001455>	"old"		
<https://mdatahub.org/data/meo/MEO_0001456>	"young"		
<https://mdatahub.org/data/meo/MEO_0001457>	"inside"		
<https://mdatahub.org/data/meo/MEO_0001458>	"outside"		
<https://mdatahub.org/data/meo/MEO_0001461>	"hyporheic zone"		"The hyporheic zone is a region beneath and alongside a stream bed, where there is mixing of shallow groundwater and surface water."
<https://mdatahub.org/data/meo/MEO_0001462>	"water trophic classification"		
<https://mdatahub.org/data/meo/MEO_0001463>	"oligotrophic"		
<https://mdatahub.org/data/meo/MEO_0001464>	"mesotrophic"		
<https://mdatahub.org/data/meo/MEO_0001465>	"eutrophic"		
<https://mdatahub.org/data/meo/MEO_0001466>	"hypereutrophic"		
<https://mdatahub.org/data/meo/MEO_0001467>	"marine pockmark"		
<https://mdatahub.org/data/meo/MEO_0001468>	"thawed"		
<https://mdatahub.org/data/meo/MEO_0001469>	"drained"		
<https://mdatahub.org/data/meo/MEO_0001470>	"thermokarst"		
<https://mdatahub.org/data/meo/MEO_0001471>	"thaw pond"		
<https://mdatahub.org/data/meo/MEO_0001472>	"thaw lake"		
<https://mdatahub.org/data/meo/MEO_0001473>	"meltwater"		
<https://mdatahub.org/data/meo/MEO_0001474>	"oil associated feature"		
<https://mdatahub.org/data/meo/MEO_0001475>	"sandstone rock"		
<https://mdatahub.org/data/meo/MEO_0001476>	"sedimentary rock"		
<https://mdatahub.org/data/meo/MEO_0001477>	"volcanic rock"		
<https://mdatahub.org/data/meo/MEO_0001478>	"intertidal rock"		
<https://mdatahub.org/data/meo/MEO_0001479>	"basalt"		
<https://mdatahub.org/data/meo/MEO_0001480>	"subterrestrial"		
<https://mdatahub.org/data/meo/MEO_0001481>	"relative position to ground"		
<https://mdatahub.org/data/meo/MEO_0001482>	"terrestrial"		
<https://mdatahub.org/data/meo/MEO_0001484>	"marine snow"		
<https://mdatahub.org/data/meo/MEO_0001485>	"incubated"		
<https://mdatahub.org/data/meo/MEO_0001486>	"water body classification by enclosed state"		
<https://mdatahub.org/data/meo/MEO_0001487>	"rice paddy soil"		
<https://mdatahub.org/data/meo/MEO_0001488>	"volcanic soil"		
<https://mdatahub.org/data/meo/MEO_0001489>	"xylene contamination"		
<https://mdatahub.org/data/meo/MEO_0001490>	"water distribution system"		
<https://mdatahub.org/data/meo/MEO_0001491>	"fallow"		
<https://mdatahub.org/data/meo/MEO_0001492>	"volcano"		
<https://mdatahub.org/data/meo/MEO_0001493>	"atmospheric component"		"environment component that is in air"
<https://mdatahub.org/data/meo/MEO_0001494>	"marginal sea"		
<https://mdatahub.org/data/meo/MEO_0001495>	"inland"		
<https://mdatahub.org/data/meo/MEO_0001496>	"open"		
<https://mdatahub.org/data/meo/MEO_0001497>	"leaf lostness of plant"		
<https://mdatahub.org/data/meo/MEO_0001498>	"deciduous"		
<https://mdatahub.org/data/meo/MEO_0001499>	"evergreen"		
<https://mdatahub.org/data/meo/MEO_0001500>	"leaf shape of plant"		
<https://mdatahub.org/data/meo/MEO_0001501>	"broadleaf"		
<https://mdatahub.org/data/meo/MEO_0001502>	"coniferous"		
<https://mdatahub.org/data/meo/MEO_0001503>	"mixed"		
<https://mdatahub.org/data/meo/MEO_0001504>	"pregnant"		
<https://mdatahub.org/data/meo/MEO_0001505>	"pet"		
<https://mdatahub.org/data/meo/MEO_0001506>	"canal"		
<https://mdatahub.org/data/meo/MEO_0001507>	"dried river"		
<https://mdatahub.org/data/meo/MEO_0001508>	"quarry"		
<https://mdatahub.org/data/meo/MEO_0001510>	"rapids"		
<https://mdatahub.org/data/meo/MEO_0001511>	"irrigation canal"		
<https://mdatahub.org/data/meo/MEO_0001512>	"ditch"		
<https://mdatahub.org/data/meo/MEO_0001513>	"waterfall"		
<https://mdatahub.org/data/meo/MEO_0001515>	"drainage canal"		
<https://mdatahub.org/data/meo/MEO_0001516>	"hedge"		
<https://mdatahub.org/data/meo/MEO_0001517>	"canopy"		
<https://mdatahub.org/data/meo/MEO_0001518>	"navigation canal"		
<https://mdatahub.org/data/meo/MEO_0001520>	"geyser"		
<https://mdatahub.org/data/meo/MEO_0001521>	"crater lake"		
<https://mdatahub.org/data/meo/MEO_0001522>	"freshwater marsh"		
<https://mdatahub.org/data/meo/MEO_0001523>	"fish pond"		
<https://mdatahub.org/data/meo/MEO_0001524>	"mangrove swamp"		
<https://mdatahub.org/data/meo/MEO_0001525>	"underground lake"		
<https://mdatahub.org/data/meo/MEO_0001526>	"underground river"		
<https://mdatahub.org/data/meo/MEO_0001527>	"underground stream"		
<https://mdatahub.org/data/meo/MEO_0001530>	"road"		
<https://mdatahub.org/data/meo/MEO_0001531>	"railway"		
<https://mdatahub.org/data/meo/MEO_0001532>	"man-made tunnel"		
<https://mdatahub.org/data/meo/MEO_0001535>	"fault cave"		
<https://mdatahub.org/data/meo/MEO_0001536>	"aqueduct"		
<https://mdatahub.org/data/meo/MEO_0001537>	"building"		
<https://mdatahub.org/data/meo/MEO_0001538>	"dam"		
<https://mdatahub.org/data/meo/MEO_0001539>	"bridge"		
<https://mdatahub.org/data/meo/MEO_0001542>	"mountain pass"		
<https://mdatahub.org/data/meo/MEO_0001544>	"sea cliff"		
<https://mdatahub.org/data/meo/MEO_0001545>	"inland cliff"		
<https://mdatahub.org/data/meo/MEO_0001546>	"sea beach"		
<https://mdatahub.org/data/meo/MEO_0001547>	"lacustrine beach"		
<https://mdatahub.org/data/meo/MEO_0001548>	"obsolete lava field"		
<https://mdatahub.org/data/meo/MEO_0001549>	"caldera"		
<https://mdatahub.org/data/meo/MEO_0001550>	"artificial island"		
<https://mdatahub.org/data/meo/MEO_0001551>	"river delta"		
<https://mdatahub.org/data/meo/MEO_0001552>	"cave entrance"		
<https://mdatahub.org/data/meo/MEO_0001553>	"mangrove island"		
<https://mdatahub.org/data/meo/MEO_0001555>	"lake surface"		
<https://mdatahub.org/data/meo/MEO_0001556>	"heath"		"a tract of open and uncultivated land; wasteland overgrown with shrubs."
<https://mdatahub.org/data/meo/MEO_0001557>	"lava tunnel"		
<https://mdatahub.org/data/meo/MEO_0001558>	"coconut plantation"		
<https://mdatahub.org/data/meo/MEO_0001559>	"oil palm plantation"		
<https://mdatahub.org/data/meo/MEO_0001560>	"artificial channel"		
<https://mdatahub.org/data/meo/MEO_0001561>	"track"		
<https://mdatahub.org/data/meo/MEO_0001564>	"mineral spring"		
<https://mdatahub.org/data/meo/MEO_0001565>	"sulfur spring"		
<https://mdatahub.org/data/meo/MEO_0001566>	"badland"		"a barren area in which soft rock strata are eroded into varied, fantastic forms."
<https://mdatahub.org/data/meo/MEO_0001567>	"dry valley"		
<https://mdatahub.org/data/meo/MEO_0001568>	"stream valley"		
<https://mdatahub.org/data/meo/MEO_0001570>	"demilitarized zone"		
<https://mdatahub.org/data/meo/MEO_0001571>	"irrigation ditch"		
<https://mdatahub.org/data/meo/MEO_0001572>	"drainage ditch"		
<https://mdatahub.org/data/meo/MEO_0001573>	"bank"		
<https://mdatahub.org/data/meo/MEO_0001574>	"stream bank"		
<https://mdatahub.org/data/meo/MEO_0001575>	"ice cap"		
<https://mdatahub.org/data/meo/MEO_0001576>	"snow field"		
<https://mdatahub.org/data/meo/MEO_0001577>	"ocean current"		
<https://mdatahub.org/data/meo/MEO_0001579>	"artificial reef"		
<https://mdatahub.org/data/meo/MEO_0001580>	"sabkha"		"Sabkha is a phonetic translation of the Arabic word for a salt flat."
<https://mdatahub.org/data/meo/MEO_0001581>	"anabranch"		
<https://mdatahub.org/data/meo/MEO_0001582>	"headwater"		
<https://mdatahub.org/data/meo/MEO_0001583>	"flood meadow"		
<https://mdatahub.org/data/meo/MEO_0001584>	"cirque"		"a bowl-shaped, steep-walled mountain basin carved by glaciation, often containing a small, round lake."
<https://mdatahub.org/data/meo/MEO_0001585>	"desert oasis"		
<https://mdatahub.org/data/meo/MEO_0001587>	"causeway"		
<https://mdatahub.org/data/meo/MEO_0001588>	"sugar plantation"		
<https://mdatahub.org/data/meo/MEO_0001589>	"sisal plantation"		
<https://mdatahub.org/data/meo/MEO_0001590>	"banana plantation"		
<https://mdatahub.org/data/meo/MEO_0001591>	"tea plantation"		
<https://mdatahub.org/data/meo/MEO_0001592>	"coffee plantation"		
<https://mdatahub.org/data/meo/MEO_0001593>	"rubber plantation"		
<https://mdatahub.org/data/meo/MEO_0001594>	"bar"		
<https://mdatahub.org/data/meo/MEO_0001595>	"blowhole"		"In geology, a blowhole is formed as sea caves grow landwards and upwards into vertical shafts and expose themselves towards the surface, which can result in blasts of water from the top of the blowhole[1] if the geometry of the cave and blowhole and state of the weather are appropriate."
<https://mdatahub.org/data/meo/MEO_0001596>	"river valley"		
<https://mdatahub.org/data/meo/MEO_0001597>	"sandy desert"		
<https://mdatahub.org/data/meo/MEO_0001598>	"rocky desert"		
<https://mdatahub.org/data/meo/MEO_0001599>	"isthmus"		"narrow piece of land connecting two larger areas across an expanse of water that otherwise separates them"
<https://mdatahub.org/data/meo/MEO_0001600>	"karst"		
<https://mdatahub.org/data/meo/MEO_0001601>	"elevation"		
<https://mdatahub.org/data/meo/MEO_0001602>	"levee"		
<https://mdatahub.org/data/meo/MEO_0001603>	"mesa"		
<https://mdatahub.org/data/meo/MEO_0001604>	"nunatak"		"A hill or mountain that has been completely encircled by a glacier."
<https://mdatahub.org/data/meo/MEO_0001605>	"plateau"		"a land area having a relatively level surface considerably raised above adjoining land on at least one side, and often cut by deep canyons"
<https://mdatahub.org/data/meo/MEO_0001607>	"hanging valley"		
<https://mdatahub.org/data/meo/MEO_0001609>	"string mire"		
<https://mdatahub.org/data/meo/MEO_0001610>	"paisa mire"		
<https://mdatahub.org/data/meo/MEO_0001614>	"scree"		
<https://mdatahub.org/data/meo/MEO_0001615>	"sinkhole"		
<https://mdatahub.org/data/meo/MEO_0001617>	"endorheic lake"		
<https://mdatahub.org/data/meo/MEO_0001618>	"subglacial lake"		
<https://mdatahub.org/data/meo/MEO_0001619>	"meromictic lake"		
<https://mdatahub.org/data/meo/MEO_0001620>	"periglacial lake"		
